Board or signal detail,Link,Manufacturer(s),ID,Version,Addr,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,vin2b_de1,vin2b_clk1,vin2b_d3,vin2b_d2,,,mcasp6_ahclkx,,vout3_d16,vout3_d17,vout2_d13,vout2_d11,vout2_d21,vout2_d2,vin3a_d2,vout2_d15,vout2_d14,vin2b_d6,vin2b_d7,vin2b_d0,vin2b_d1,vin2b_d4,vin2b_d5,vout2_d3,vin3a_vsync0,vin3a_fld0,vin3a_hsync0,vin3a_de0,vin3a_d14,vin3a_d15,vin3a_d13,vin3a_d11,vin3a_d12,vin3a_d10,vin3a_d8,vin3a_d9,vin3a_d22,vin3a_d23,vin3a_d20,vin3a_d21,vin3a_d18,vin3a_d19,vin3a_d16,vin3a_d17,,,,,,uart5_rxd,,uart5_txd,vout2_d6,vout3_d15,,vout2_d5,,,vin4a_d0,vin4a_d1,vout3_vsync,mcasp7_ahclkx,,,mcasp5_ahclkx,,vout2_d9,,,,,,,,,,,,,,,mcasp8_ahclkx,,,vout3_d10,,vout3_d12,vout3_d13,vout3_d20,,,,,,,,,,,,,,,,,,,,vin2a_clk0,vin2a_d0,,,vin2a_d5,vin2a_d9,vin2a_d8,vin2a_d7,vin2a_fld0,,,vin2a_d3,vin2a_d10,vin2a_vsync0,vin2a_hsync0,vin2a_de0,vin2a_d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,emu12,vin3a_fld0,obs11,emu18,emu19,,,,,,,vin3a_de0,,,,,obs9,obs10,obs8,obs6,obs7,obs5,,,obs4,,obs2,obs3,obs0,obs1,,,,,,,,,,,,,,,,,,,uart7_rtsn,,,,,,,,,,,,,,,,,,,,,,,,gpmc_a25,,gpmc_a23,,uart8_rtsn,,,,,,,,,,,,,,,,,,,,vin4b_clk1,vin4b_d0,,,vin4b_d5,,,vin4b_d7,vin4b_fld1,,,vin4b_d3,,vin4b_vsync1,vin4b_hsync1,vin4b_de1,vin4b_d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,vin3a_d13,obs27,,,,,,,,,vin3a_d12,,,,,obs25,obs26,obs24,obs22,obs23,obs21,,,obs20,,obs18,obs19,obs16,obs17,,,,,,,,,vout2_d0,,vin3a_d9,,,vin3a_d10,,,vin4b_d0,vin4b_d1,,vout2_clk,,vout2_vsync,,vout2_hsync,,,,,,,,,,,,,,,,vout2_de,,,,vout2_d3,,,,,,vout2_d5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,vin6a_d9,vin6a_d8,vin6a_clk0,vin6a_d10,,,,,,,,,,,,,,,,,,,,,,,,obs_dmarq2,,obs_irq2,,,,,,,obs_irq1,obs_dmarq1,,,,,,,,vin6a_d1,,vin6a_d0,,,,,,,i2c4_scl,i2c4_sda,timer13,,,,vin6a_d0,,,vin6a_d12,vin6a_d14,vin6a_d13,vin6a_d15,,,,,,,,,,,hdq0,vin6a_d11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spi3_d0,spi4_cs0,spi4_d0,spi4_d1,spi4_sclk,spi3_cs0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,mii1_rxclk,uart10_rxd,mii1_col,,mii1_rxd3,mii1_rxd0,,,,,,,mii1_rxer,spi3_sclk,spi3_cs0,spi3_d0,spi3_d1,,,,,,,,,,,,,,,spi3_cs2,,,,,,,,vin4a_d0,,mii1_txd2,,,mii1_txd3,,,uart5_rxd,uart5_txd,spi3_cs0,vin4a_clk0,,vin4a_vsync0,hdq0,vin4a_hsync0,mii1_txclk,,,,,,,,,,,,,,,vin4a_de0,,,,vin4a_d3,,,,,,vin4a_d5,,,,,,,,,,,,,,,,,,,,,,,,,,,,spi4_cs2,uart4_rtsn,uart4_ctsn,uart4_txd,uart4_rxd,spi4_cs3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,vin5a_hsync0,vin5a_vsync0,vin5a_d3,vin5a_d2,,,,,,,kbd_col7,kbd_col8,kbd_row6,,,kbd_col5,kbd_col6,vin5a_d6,vin5a_d7,vin5a_d0,vin5a_d1,vin5a_d4,vin5a_d5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vin5a_fld0,,kbd_row2,,,,,,,,,,i2c3_scl,clkout2,i2c3_sda,,,,,,,,,,,,,,,,clkout3,,,kbd_row7,,kbd_row5,kbd_row4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,ehrpwm3_tripzone_input,eCAP3_in_PWM3_out,eQEP3_index,eQEP3_strobe,timer11,timer12,timer14,timer10,eQEP2B_in,eQEP2A_in,ehrpwm2B,eCAP2_in_PWM2_out,eCAP1_in_PWM1_out,,pr2_edio_data_in2,eQEP2_strobe,ehrpwm2A,eCAP2_in_PWM2_out,ehrpwm2_tripzone_input,ehrpwm3B,ehrpwm3A,eQEP3B_in,eQEP3A_in,eCAP3_in_PWM3_out,,,,,pr2_uart0_txd,pr2_ecap0_ecap_capin_apwm_o,pr2_uart0_rxd,pr2_uart0_cts_n,pr2_uart0_rts_n,pr2_edio_sof,pr2_edc_sync1_out,pr2_edio_latch_in,pr2_edc_latch1_in,pr2_edc_sync0_out,pr1_ecap0_ecap_capin_apwm_o,pr2_edc_latch0_in,pr1_uart0_rxd,pr1_uart0_txd,pr1_uart0_cts_n,pr1_uart0_rts_n,,,,,,,i2c4_sda,,ehrpwm3A,eQEP2_index,,ehrpwm3B,,,,,eQEP1_strobe,timer15,,timer2,timer13,timer1,eQEP3B_in,timer8,timer6,timer7,timer5,,,,,,,,,,,timer16,timer9,,pr1_edc_sync1_out,,pr1_edc_latch1_in,pr1_edc_latch0_in,eCAP1_in_PWM1_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,pr2_mii1_rxd1,pr2_mii1_rxd0,pr2_mii_mr1_clk,pr2_mii1_rxdv,pr2_mii0_rxdv,pr2_mii0_rxd3,pr2_mii1_crs,pr2_mii_mr0_clk,,,pr1_mdio_mdclk,pr1_mii1_txd1,pr1_ecap0_ecap_capin_apwm_o,pr1_mii1_rxlink,pr2_edio_data_out2,pr1_mii1_txd3,pr1_mii1_txd2,pr2_mii1_txd2,pr2_mii1_txd3,pr2_mii1_rxd2,pr2_mii1_rxd3,pr2_mii1_txd0,pr2_mii1_txd1,pr1_mii1_rxer,,,,,,,,,,,,,,,,,,,,,,,,,,pr2_mii1_rxer,,pr2_mii1_rxlink,pr1_mii1_rxd2,,,pr1_mii1_rxd1,,,,,,,,,pr2_mii1_col,,pr1_mii_mr1_clk,pr2_mii0_txd1,pr2_mii0_txd3,pr2_mii0_txd2,pr2_mii0_txen,,,,,,,,,,,,pr2_mii0_txd0,,,,,,,,,,,,,,,,,,,,,,,,,,pr1_mii0_col,pr1_mii0_rxlink,,,pr1_mii_mt0_clk,pr1_mii0_txd1,pr1_mii0_txen,pr1_mii0_txd2,pr1_mii0_txd0,,,pr1_mii0_rxd3,pr1_mii0_rxd0,pr1_mii0_rxd1,pr1_mii0_rxer,pr1_mii0_crs,pr1_mii0_rxd2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,pr2_pru0_gpi10,pr2_pru0_gpi11,pr2_pru0_gpi6,pr2_pru0_gpi7,pr2_pru1_gpi16,pr2_pru0_gpi20,pr2_pru1_gpi6,pr2_pru1_gpi15,pr1_pru0_gpi4,pr1_pru0_gpi3,pr1_pru1_gpi7,pr1_pru1_gpi9,pr1_edio_data_in7,pr1_pru1_gpi18,pr2_pru0_gpi15,pr1_pru1_gpi5,pr1_pru1_gpi6,pr2_pru0_gpi3,pr2_pru0_gpi2,pr2_pru0_gpi9,pr2_pru0_gpi8,pr2_pru0_gpi5,pr2_pru0_gpi4,pr1_pru1_gpi17,pr2_pru1_gpi17,,,,pr2_pru0_gpi11,pr2_pru0_gpi12,pr2_pru0_gpi10,pr2_pru0_gpi8,pr2_pru0_gpi9,pr2_pru0_gpi7,pr2_pru0_gpi5,pr2_pru0_gpi6,pr2_pru0_gpi3,pr2_pru0_gpi4,pr2_pru0_gpi1,pr2_pru0_gpi2,pr2_pru1_gpi20,pr2_pru0_gpi0,pr2_pru1_gpi18,pr2_pru1_gpi19,,,,,,pr2_pru0_gpi14,,pr2_pru0_gpi15,pr1_pru1_gpi14,pr1_pru0_gpi5,,pr1_pru1_gpi15,,,,,,,,,pr2_pru1_gpi5,,pr1_pru1_gpi11,pr2_pru1_gpi13,pr2_pru1_gpi11,pr2_pru1_gpi12,pr2_pru1_gpi10,,,,,,,,,,,,pr2_pru1_gpi14,,pr1_pru0_gpi10,,pr1_pru0_gpi8,pr1_pru0_gpi7,pr1_pru0_gpi0,,,,,,,,,,,,,,,,,,,,pr2_pru1_gpi0,pr2_pru1_gpi1,,,pr2_pru1_gpi11,pr2_pru1_gpi15,pr2_pru1_gpi14,pr2_pru1_gpi13,pr2_pru1_gpi16,,,pr2_pru1_gpi5,pr2_pru1_gpi10,pr2_pru1_gpi9,pr2_pru1_gpi8,pr2_pru1_gpi7,pr2_pru1_gpi6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,pr2_pru0_gpo10,pr2_pru0_gpo11,pr2_pru0_gpo6,pr2_pru0_gpo7,pr2_pru1_gpo16,pr2_pru0_gpo20,pr2_pru1_gpo6,pr2_pru1_gpo15,pr1_pru0_gpo4,pr1_pru0_gpo3,pr1_pru1_gpo7,pr1_pru1_gpo9,pr1_edio_data_out7,pr1_pru1_gpo18,pr2_pru0_gpo15,pr1_pru1_gpo5,pr1_pru1_gpo6,pr2_pru0_gpo3,pr2_pru0_gpo2,pr2_pru0_gpo9,pr2_pru0_gpo8,pr2_pru0_gpo5,pr2_pru0_gpo4,pr1_pru1_gpo17,pr2_pru1_gpo17,,,,pr2_pru0_gpo11,pr2_pru0_gpo12,pr2_pru0_gpo10,pr2_pru0_gpo8,pr2_pru0_gpo9,pr2_pru0_gpo7,pr2_pru0_gpo5,pr2_pru0_gpo6,pr2_pru0_gpo3,pr2_pru0_gpo4,pr2_pru0_gpo1,pr2_pru0_gpo2,pr2_pru1_gpo20,pr2_pru0_gpo0,pr2_pru1_gpo18,pr2_pru1_gpo19,,,,,,pr2_pru0_gpo14,,pr2_pru0_gpo15,pr1_pru1_gpo14,pr1_pru0_gpo5,,pr1_pru1_gpo15,,,,,,,,,pr2_pru1_gpo5,,pr1_pru1_gpo11,pr2_pru1_gpo13,pr2_pru1_gpo11,pr2_pru1_gpo12,pr2_pru1_gpo10,,,,,,,,,,,,pr2_pru1_gpo14,,pr1_pru0_gpo10,,pr1_pru0_gpo8,pr1_pru0_gpo7,pr1_pru0_gpo0,,,,,,,,,,,,,,,,,,,,pr2_pru1_gpo0,pr2_pru1_gpo1,,,pr2_pru1_gpo11,pr2_pru1_gpo15,pr2_pru1_gpo14,pr2_pru1_gpo13,pr2_pru1_gpo16,,,pr2_pru1_gpo5,pr2_pru1_gpo10,pr2_pru1_gpo9,pr2_pru1_gpo8,pr2_pru1_gpo7,pr2_pru1_gpo6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,gpio1_24,gpio1_25,gpio7_1,gpio7_2,gpio6_5,gpio6_6,gpio6_18,gpio6_4,gpio3_11,gpio3_10,gpio4_11,gpio4_13,gpio4_3,gpio4_29,gpio8_18,gpio4_9,gpio4_10,gpio6_30,gpio6_29,gpio1_23,gpio1_22,gpio7_0,gpio6_31,gpio4_28,gpio4_23,gpio4_19,gpio4_22,gpio4_20,gpio8_14,gpio8_15,gpio8_13,gpio8_11,gpio8_12,gpio8_10,gpio8_8,gpio8_9,gpio8_6,gpio8_7,gpio8_4,gpio8_5,gpio8_2,gpio8_3,gpio8_0,gpio8_1,,,,,,,gpio5_0,,gpio4_25,gpio3_12,,gpio4_26,gpio7_17,gpio7_16,gpio7_3,gpio7_4,gpio3_3,gpio6_19,gpio7_11,gpio6_15,gpio6_17,gpio6_14,gpio4_15,gpio4_17,gpio5_11,gpio5_12,gpio5_10,,,,,,,,,,,gpio6_20,gpio4_18,,gpio3_17,gpio5_5,gpio3_15,gpio3_14,gpio3_7,gpio7_22,gpio7_23,gpio5_7,,,,,,,,,,,,,,,,,gpio5_15,gpio5_16,,,gpio5_26,gpio5_30,gpio5_29,gpio5_28,gpio5_31,,,gpio5_20,gpio5_25,gpio5_24,gpio5_23,gpio5_22,gpio5_21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,,,,,,Driver off,Driver off,Driver off,Driver off,Driver off,,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,,,,,,,,,,,Driver off,Driver off,,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,,,,,,,,,,,,,,,,,Driver off,Driver off,,,Driver off,Driver off,Driver off,Driver off,Driver off,,,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM5729 ABC 2nd ball,,,,,,,,,,,,,,,,,,,,A3,,,,,,,,,,,,A8,C9,A9,B9,G16,D17,AF9,G6,AD9,F2,A21,C18,,,,,,,B7,A10,,,,,,B8,,AB10,,,,,F12,G12,F4,D2,B22,A26,,,,AE2,J14,,D14,,C14,,,,,,,,,,,C1,C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM5729 2nd pinctrl register,,,,,,,,,,,,,,,,,,,,0x15B4,,,,,,,,,,,,0x1628,0x162C,0x1630,0x1634,0x173C,0x1740,0x14E8,0x1564,0x14E4,0x1568,0x1738,0x1734,,,,,,,0x161C,0x1638,,,,,,0x1620,,0x1680,,,,,0x16B8,0x16B4,0x157C,0x1578,0x17C4,0x17C0,,,,0x1544,0x16B0,,0x16A8,,0x16A4,,,,,,,,,,,0x1580,0x159C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM5729 2nd ball mux mode 0,,,,,,,,,,,,,,,,,,,,vin2a_d19,,,,,,,,,,,,vout1_d19,vout1_d20,vout1_d21,vout1_d22,mcasp4_axr0,mcasp4_axr1,vin1a_fld0,vin2a_vsync0,vin1a_de0,vin2a_d0,mcasp4_fsx,mcasp4_aclkx,,,,,,,vout1_d16,vout1_d23,,,,,,vout1_d17,,usb1_drvvbus,,,,,mcasp1_axr1,mcasp1_axr0,vin2a_d5,vin2a_d4,spi2_d1,spi2_sclk,,,,vin1a_d20,mcasp1_fsr,,mcasp1_fsx,,mcasp1_aclkx,,,,,,,,,,,vin2a_d6,vin2a_d13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vin1b_vsync1,,vin1b_hsync1,,mcasp4_fsr,mcasp4_aclkr,,,,,,,,,,,,,,,,,,,,,,,,,uart3_txd,uart3_rxd,,,,vin1b_d3,mcasp7_axr3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,vin2b_d4,,,,,,,,,,,,emu15,emu16,emu17,emu18,spi3_d0,spi3_cs0,,,,,spi3_d1,spi3_sclk,,,,,,,uart7_rxd,emu19,,,,,,uart7_txd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,rgmii1_rxctl,,,,,,,,,,,,vin4a_d3,vin4a_d4,vin4a_d5,vin4a_d6,uart8_ctsn,uart8_rtsn,,vin2b_vsync1,vout3_d17,,uart8_txd,uart8_rxd,,,,,,,vin4a_d0,vin4a_d7,,,,,,vin4a_d1,,,,,,,uart6_txd,uart6_rxd,,,,,,,,,,,,,,,,,,,,,,,,,rgmii1_txctl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,vout2_d4,,,,,,,,,,,,vin3a_d3,vin3a_d4,vin3a_d5,vin3a_d6,uart4_rxd,uart4_txd,vout3_clk,vout2_vsync,vout3_de,vout2_d23,i2c4_scl,i2c4_sda,,,,,,,vin3a_d0,vin3a_d7,,,,,,vin3a_d1,,,,,,,,,vout2_d18,vout2_d19,,,,,,vout3_d3,,,,,,,,,,,,,,,,vout2_d17,vout2_d10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,obs12,obs13,obs14,obs15,,,uart7_txd,emu9,uart7_rxd,emu10,,,,,,,,,,,,,,,,,,,,,,,,,emu15,emu14,,,,,,,,,,,,,,,,,,,,,,emu16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,vin3a_d11,,,,,,,,,,,,obs28,obs29,obs30,obs31,vout2_d18,vout2_d19,,,,,vout2_d17,vout2_d16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vin3a_d4,vout2_d1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timer15,uart9_txd,timer16,uart9_ctsn,,,,,,,,,,,,,,,,,,timer16,,,,,vin6a_hsync0,vin6a_vsync0,,,,,,,,,,,vin6a_de0,,vin6a_fld0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,mii1_txer,,,,,,,,,,,,,,,,vin4a_d18,vin4a_d19,spi3_d1,spi4_d1,spi3_sclk,spi4_d0,vin4a_d17,vin4a_d16,,,,,,,,spi3_cs3,,,,,,,,,,,,,,,uart10_rtsn,uart10_ctsn,,,,,,,vin4a_d1,,,,,,,,,,,,,,,mii1_rxd1,mii1_rxdv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vin5a_d13,vin5a_d12,kbd_row1,kbd_row3,kbd_row0,kbd_row4,vin5a_d14,vin5a_d15,,,,,,,,,,,,,,,,,,,,,,,kbd_col2,kbd_col1,,,,,,kbd_col5,,,,,,,,,,,,,,,,kbd_col3,kbd_row8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,ehrpwm3_tripzone_input,,,,,,,,,,,,pr2_edio_data_in3,pr2_edio_data_in4,pr2_edio_data_in5,pr2_edio_data_in6,,,eQEP1B_in,ehrpwm1A,eQEP1A_in,ehrpwm1B,,,,,,,,,pr2_edio_data_in0,pr2_edio_data_in7,,,,,,pr2_edio_data_in1,,,,,,,i2c5_scl,i2c5_sda,eQEP2A_in,ehrpwm1_synco,,,,,,pr1_edio_data_in4,i2c4_scl,,i2c3_scl,,i2c3_sda,,,,,,,,,,,eQEP2B_in,eQEP3A_in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,pr1_mii1_rxd0,,,,,,,,,,,,pr2_edio_data_out3,pr2_edio_data_out4,pr2_edio_data_out5,pr2_edio_data_out6,,,,pr1_uart0_rts_n,,pr1_uart0_rxd,,,,,,,,,pr2_edio_data_out0,pr2_edio_data_out7,,,,,,pr2_edio_data_out1,,,,,,,pr2_mii_mt0_clk,pr2_mii0_rxer,pr1_edio_sof,pr1_edc_sync0_out,,,,,,pr1_edio_data_out4,,,pr2_mdio_data,,pr2_mdio_mdclk,,,,,,,,,,,pr1_mii_mt1_clk,pr1_mii1_txd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,pr1_pru1_gpi16,,,,,,,,,,,,pr2_pru0_gpi16,pr2_pru0_gpi17,pr2_pru0_gpi18,pr2_pru0_gpi19,,pr2_pru1_gpi0,,pr1_edio_data_in4,,pr1_edio_data_in5,,,,,,,,,pr2_pru0_gpi13,pr2_pru0_gpi20,,,,,,pr2_pru0_gpi14,,,,,,,pr2_pru1_gpi9,pr2_pru1_gpi8,pr1_pru1_gpi2,pr1_pru1_gpi1,,,,,,pr1_pru0_gpi17,,,,,pr2_pru1_gpi7,,,,,,,,,,,pr1_pru1_gpi3,pr1_pru1_gpi10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,pr1_pru1_gpo16,,,,,,,,,,,,pr2_pru0_gpo16,pr2_pru0_gpo17,pr2_pru0_gpo18,pr2_pru0_gpo19,,pr2_pru1_gpo0,,pr1_edio_data_out4,,pr1_edio_data_out5,,,,,,,,,pr2_pru0_gpo13,pr2_pru0_gpo20,,,,,,pr2_pru0_gpo14,,,,,,,pr2_pru1_gpo9,pr2_pru1_gpo8,pr1_pru1_gpo2,pr1_pru1_gpo1,,,,,,pr1_pru0_gpo17,,,,,pr2_pru1_gpo7,,,,,,,,,,,pr1_pru1_gpo3,pr1_pru1_gpo10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,gpio4_27,,,,,,,,,,,,gpio8_19,gpio8_20,gpio8_21,gpio8_22,,,gpio3_1,gpio4_0,gpio3_0,gpio4_1,,,,,,,,,gpio8_16,gpio8_23,,,,,,gpio8_17,,gpio6_12,,,,,gpio5_3,gpio5_2,gpio4_6,gpio4_5,gpio7_15,gpio7_14,,,,gpio3_24,gpio5_1,,gpio7_30,,gpio7_31,,,,,,,,,,,gpio4_7,gpio4_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,Driver off,,,,,,,,,,,,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,,,,,,,Driver off,Driver off,,,,,,Driver off,,Driver off,,,,,Driver off,Driver off,Driver off,Driver off,Driver off,Driver off,,,,Driver off,Driver off,,Driver off,,Driver off,,,,,,,,,,,Driver off,Driver off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
